Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
CHE,,,,,,,,,,,,
CHL,,,,,,,,,,,,
CZE,,,,,,,,,,,,
ISR,,,,,,,,,,,,
LUX,,,,,,,,,,,,
NZL,,,,,,,,,,,,
SVN,,,,,,,,,,,,
CAN,,,,,,,,,,,,
ESP,,,,,,,,,,,,
ITA,,,,,,,,,,,,
NLD,,,,,,,,,,,,
MEX,,,,,,,,,,,,
TUR,,,,,,,,,,,,
IRL,,,,,,,,,,,,
KOR,,,,,,,,,,,,
NOR,,,,,,,,,,,,
AUS,,,,,,,,,,,,
EST,,,,,,,,,,,,
PRT,,,,,,,,,,,,
USA,,,,,,,,,,,,
ISL,,,,,,,,,,,,
POL,,,,,,,,,,,,
AUT,,,,,,,,,,,,
DEU,,,,,,,,,,,,
FRA,,,,,,,,,,,,
GRC,,,,,,,,,,,,
HUN,,,,,,,,,,,,
SVK,,,,,,,,,,,,
SWE,,,,,,,,,,,,
BEL,,,,,,,,,,,,
DNK,,,,,,,,,,,,
FIN,,,,,,,,,,,,
GBR,,,,,,,,,,,,
JPN,,,,,,,,,,,,
